3752.49905019 128.961502075 123.17124176
3753.53670136 194.205383301 125.244567871
3754.57435253 25.2555294037 121.49168396
3755.61200369 212.683288574 128.672836304
3756.64965486 81.6277236938 119.669059753
3757.68730603 121.069206238 120.105049133
3758.72495719 358.307312012 127.569038391
3759.76260836 53.1595649719 114.967208862
3760.80025952 -69.4357757568 114.176063538
3761.83791069 166.093536377 120.012489319
3762.87556186 27.6581172943 113.678527832
3763.91321302 153.20249939 118.613723755
3764.95086419 307.866027832 122.903778076
3765.98851536 336.538208008 124.370376587
3767.02616652 -127.206245422 108.729377747
3768.06381769 71.998046875 114.101799011
3769.10146886 -32.3828468323 109.829566956
3770.13912002 32.9240837097 111.27003479
3771.17677119 103.595420837 113.865768433
3772.21442236 282.546569824 119.260696411
3773.25207352 177.336975098 116.292266846
3774.28972469 196.334609985 118.54132843
3775.32737586 208.820587158 115.842399597
3776.36502702 298.874298096 119.231742859
3777.40267819 200.239639282 116.628631592
3778.44032936 94.9247055054 110.591026306
3779.47798052 28.2135982513 107.499053955
3780.51563169 -51.6378173828 101.960762024
3781.55328286 1.42784750462 104.057067871
3782.59093402 94.6449661255 107.65700531
3783.62858519 199.559646606 111.857131958
3784.66623635 5.5422334671 105.433357239
3785.70388752 102.183609009 106.831741333
3786.74153869 72.7174758911 105.910255432
3787.77918985 41.2908554077 104.414871216
3788.81684102 285.705078125 111.368392944
3789.85449219 120.31414032 107.53099823
3790.89214335 44.3486709595 105.286689758
3791.92979452 91.9959564209 104.342262268
3792.96744569 159.461608887 106.80696106
3794.00509685 133.588150024 108.503936768
3795.04274802 -2.46533751488 100.148658752
3796.08039919 106.391044617 100.068557739
3797.11805035 252.273086548 107.441139221
3798.15570152 332.75692749 107.84161377
3799.19335269 190.824203491 102.867607117
3800.23100385 119.99357605 100.406860352
3801.26865502 225.565170288 103.654396057
3802.30630619 140.174102783 101.010902405
3803.34395735 -54.8266448975 95.2421569824
3804.38160852 38.0702323914 97.2469787598
3805.41925969 182.157302856 101.272636414
3806.45691085 150.748931885 99.6864395142
3807.49456202 58.3303794861 96.2080841064
3808.53221318 92.9363327026 94.8799133301
3809.56986435 139.409210205 98.1305847168
3810.60751552 152.423339844 98.8616790771
3811.64516668 157.793457031 97.4724807739
3812.68281785 267.546264648 103.28338623
3813.72046902 327.878417969 104.7917099
3814.75812018 193.601226807 102.396141052
3815.79577135 133.867477417 98.5373916626
3816.83342252 24.6045398712 93.6972808838
3817.87107368 210.268310547 99.0289154053
3818.90872485 68.9885253906 95.1913146973
3819.94637602 77.7911529541 96.1102676392
3820.98402718 84.5491027832 91.6734466553
3822.02167835 1.12315881252 89.6581039429
3823.05932952 91.1141815186 94.226020813
3824.09698068 76.5534057617 92.1141357422
3825.13463185 197.631164551 92.2728118896
3826.17228302 135.511871338 88.9163742065
3827.20993418 233.824020386 103.8695755
3828.24758535 198.607376099 98.3956375122
3829.28523652 -95.3596572876 85.6799087524
3830.32288768 76.6716308594 95.2322616577
3831.36053885 -27.6865577698 88.8454055786
3832.39819001 251.805938721 97.5919723511
3833.43584118 174.161407471 95.3463668823
3834.47349235 23.5259609222 87.733215332
3835.51114351 116.922821045 91.7733917236
3836.54879468 360.211547852 99.3274765015
3837.58644585 314.405883789 94.9339065552
