3754.08524978 -49.5298919678 124.734169006
3755.12289213 99.196937561 132.196350098
3756.16053448 98.8054656982 128.91104126
3757.19817684 46.8454666138 128.428710938
3758.23581919 66.9862976074 127.472427368
3759.27346155 2.98265480995 124.397407532
3760.3111039 16.6622543335 124.436645508
3761.34874625 89.6911697388 124.840263367
3762.38638861 -112.174057007 120.61756134
3763.42403096 28.4216594696 122.142555237
3764.46167332 160.181091309 126.075042725
3765.49931567 80.0673980713 122.570930481
3766.53695802 -177.855651855 113.242469788
3767.57460038 -8.15474033356 116.510536194
3768.61224273 -50.394947052 114.525947571
3769.64988509 -92.6334152222 114.364021301
3770.68752744 -1.96369481087 116.036087036
3771.72516979 128.517547607 122.690887451
3772.76281215 44.5770721436 118.325874329
3773.8004545 32.0610656738 120.364181519
3774.83809685 49.9177818298 119.478218079
3775.87573921 -162.118301392 111.947151184
3776.91338156 86.0028457642 122.170623779
3777.95102392 -27.8405742645 116.909866333
3778.98866627 -26.7791957855 116.219306946
3780.02630862 279.031280518 128.308685303
3781.06395098 155.155914307 120.743408203
3782.10159333 -137.215103149 112.289428711
3783.13923569 45.7028541565 116.102630615
3784.17687804 108.042472839 117.546478271
3785.21452039 119.93926239 117.30418396
3786.25216275 -90.1470489502 109.845680237
3787.2898051 -123.957298279 112.001197815
3788.32744746 23.4010028839 114.77507782
3789.36508981 56.2188301086 112.411331177
3790.40273216 174.861495972 118.682731628
3791.44037452 37.9565315247 114.851341248
3792.47801687 -97.3686447144 109.282051086
3793.51565923 -21.8326511383 106.847854614
3794.55330158 146.712493896 112.779205322
3795.59094393 211.560272217 116.525016785
3796.62858629 94.5685882568 108.40927124
3797.66622864 -140.328948975 100.038284302
3798.703871 55.3129196167 105.736457825
3799.74151335 -174.047058105 98.0256958008
3800.7791557 92.9715805054 108.124801636
3801.81679806 160.844604492 111.841773987
3802.85444041 -9.51328372955 103.68926239
3803.89208277 243.95513916 120.155303955
3804.92972512 107.175056458 117.979377747
3805.96736747 8.35867214203 98.4115371704
3807.00500983 -75.772064209 95.7735137939
3808.04265218 26.1442489624 97.0275726318
3809.08029454 145.845001221 101.909461975
3810.11793689 -58.3374938965 93.4646911621
3811.15557924 -32.6031951904 95.5765762329
3812.1932216 215.106933594 104.125190735
3813.23086395 53.1185035706 97.1109390259
3814.26850631 -121.307693481 91.5661392212
