3752.49905019 209.497558594 163.340194702
3753.53670136 28.3617305756 157.184234619
3754.57435253 125.257888794 160.984863281
3755.61200369 77.1737823486 158.961349487
3756.64965486 -106.680435181 153.894500732
3757.68730603 158.196029663 161.131698608
3758.72495719 -24.4014873505 156.432098389
3759.76260836 -51.1050491333 152.53364563
3760.80025952 -78.2460098267 149.791122437
3761.83791069 -16.3527088165 151.931106567
3762.87556186 150.254013062 155.095367432
3763.91321302 130.254592896 155.169998169
3764.95086419 203.649047852 157.185974121
3765.98851536 122.040115356 158.751739502
3767.02616652 93.8676071167 154.271972656
3768.06381769 99.8188171387 151.654190063
3769.10146886 -46.1865577698 148.21987915
3770.13912002 63.7039375305 150.165924072
3771.17677119 -57.8092041016 147.968994141
3772.21442236 68.4932861328 149.400665283
3773.25207352 73.0499420166 153.109008789
3774.28972469 215.843780518 156.503250122
3775.32737586 183.010635376 153.345733643
3776.36502702 76.3951568604 151.180541992
3777.40267819 227.120483398 154.363067627
3778.44032936 165.923736572 150.908981323
3779.47798052 16.4184494019 147.093521118
3780.51563169 137.218597412 147.496932983
3781.55328286 181.445861816 149.380569458
3782.59093402 369.982147217 154.373016357
3783.62858519 75.2238769531 144.393997192
3784.66623635 310.043640137 150.851470947
3785.70388752 255.433837891 148.23526001
3786.74153869 88.718536377 141.479537964
3787.77918985 7.67210865021 139.280410767
3788.81684102 -111.988899231 136.038604736
3789.85449219 -294.75088501 129.432998657
3790.89214335 -22.1234016418 137.868988037
3791.92979452 178.319290161 146.572402954
3792.96744569 122.178222656 139.954391479
3794.00509685 -57.6701278687 132.944244385
3795.04274802 107.896697998 136.01852417
3796.08039919 111.515510559 133.66053772
3797.11805035 198.194900513 138.769699097
3798.15570152 140.691299438 136.950836182
3799.19335269 -63.2231712341 131.164489746
3800.23100385 98.8662414551 133.585678101
3801.26865502 142.673568726 134.720367432
3802.30630619 256.489349365 143.084777832
3803.34395735 -2.55383634567 142.63899231
3804.38160852 -4.93682670593 143.085693359
3805.41925969 -16.7142753601 142.38609314
3806.45691085 63.0431861877 133.160842896
3807.49456202 222.903625488 136.799987793
3808.53221318 -43.5859451294 132.325973511
3809.56986435 -23.0577220917 133.596679688
3810.60751552 7.81415367126 131.205825806
3811.64516668 -161.51852417 122.465072632
3812.68281785 183.466766357 132.271697998
3813.72046902 106.733306885 131.767623901
3814.75812018 -142.608947754 120.975624084
3815.79577135 16.2203025818 124.49684906
3816.83342252 165.777420044 130.061035156
3817.87107368 127.748458862 127.631355286
3818.90872485 -9.27711677551 127.234031677
3819.94637602 58.7590255737 125.79801178
3820.98402718 152.866653442 125.217201233
3822.02167835 132.653930664 125.003448486
3823.05932952 166.502792358 124.415710449
3824.09698068 255.269088745 126.741264343
3825.13463185 197.696685791 123.776000977
3826.17228302 77.6794891357 118.089820862
3827.20993418 -59.6891365051 117.883209229
3828.24758535 -39.5730133057 120.860122681
3829.28523652 134.636505127 129.197128296
3830.32288768 60.6491928101 126.451705933
3831.36053885 -70.7709732056 116.369407654
3832.39819001 -46.3185920715 118.248405457
3833.43584118 -89.5516891479 114.753662109
3834.47349235 -89.4691543579 112.260742188
3835.51114351 30.9909553528 116.6690979
3836.54879468 82.3175048828 117.969467163
3837.58644585 232.86366272 121.090682983
3838.62409701 55.7515487671 115.682975769
3839.66174818 105.650665283 115.555496216
3840.69939935 260.445983887 118.66809082
3841.73705051 154.862319946 115.575805664
3842.77470168 -87.9447937012 110.034385681
3843.81235285 -140.201141357 109.541885376
3844.85000401 -62.6936035156 108.585418701
3845.88765518 137.873031616 114.47252655
3846.92530635 132.490112305 114.763824463
3847.96295751 -19.9042739868 109.487663269
3849.00060868 138.428634644 111.534446716
3850.03825985 95.0037841797 112.078201294
3851.07591101 107.763969421 111.988052368
3852.11356218 -66.513420105 106.742019653
3853.15121335 -39.1556282043 103.453788757
3854.18886451 47.2818031311 106.198387146
3855.22651568 129.017120361 107.889289856
3856.26416684 136.607589722 108.861175537
3857.30181801 326.924987793 112.388183594
3858.33946918 336.036071777 112.592285156
3859.37712034 113.356163025 105.216400146
3860.41477151 -9.44871330261 103.073295593
3861.45242268 -2.76084804535 102.641448975
3862.49007384 6.03451776505 100.75818634
3863.52772501 42.768661499 103.765777588
3864.56537618 -30.2514591217 101.173728943
3865.60302734 42.7102737427 100.38697052
3866.64067851 -0.568226277828 98.6690368652
3867.67832968 112.549514771 110.195770264
3868.71598084 204.521514893 110.478248596
3869.75363201 176.77532959 102.481307983
3870.79128318 6.84713888168 97.6586990356
3871.82893434 35.5713386536 97.9820098877
3872.86658551 -51.6138877869 94.0394668579
3873.90423668 -32.162979126 94.9557952881
3874.94188784 -88.0620880127 94.4913635254
3875.97953901 -162.143981934 91.0496673584
3877.01719018 -55.316116333 93.3404998779
3878.05484134 90.6249237061 98.896156311
3879.09249251 47.1840057373 97.6868286133
3880.13014368 -42.8429946899 93.794631958
3881.16779484 -17.9990062714 92.5801925659
3882.20544601 20.8147468567 92.8282470703
3883.24309717 65.7699813843 96.1648025513
3884.28074834 130.426544189 98.9858398438
3885.31839951 -15.4732065201 92.8905487061
3886.35605067 79.4034729004 93.633644104
3887.39370184 88.453918457 92.7240142822
3888.43135301 76.8457946777 93.2501907349
3889.46900417 40.6519775391 91.2632980347
3890.50665534 26.4022121429 88.8794708252
3891.54430651 -10.5878543854 91.903717041
3892.58195767 182.224243164 96.0448455811
3893.61960884 111.864135742 93.4954223633
3894.65726001 143.856231689 95.0718078613
3895.69491117 98.0341339111 93.287147522
3896.73256234 95.3773117065 92.3478927612
