3753.23  166.855
3754.27  169.852
3755.31  114.866
3756.35  35.1801
3757.39  55.4473
3758.43  -57.0775
3759.47  -91.3962
3760.51  83.4261
3761.55  -1.10516
3762.59  104.474
3763.63  -90.7755
3764.67  -140.831
3765.71  50.0068
3766.75  328.637
3767.79  227.391
3768.83  97.0543
3769.87  43.4005
3770.91  140.82
3771.95  121.234
3772.99  112.005
3774.03  -56.0628
3775.07  36.824
3776.11  191.342
3777.15  -31.3733
3778.19  -29.0576
3779.23  120.152
3780.27  232.088
3781.31  -43.0236
3782.35  9.62447
3783.39  177.611
3784.43  3.92252
3785.47  47.2022
3786.51  95.9536
3787.55  95.1261
3788.59  -146.108
3789.63  -224.54
3790.67  52.9233
3791.71  -74.8901
3792.75  -179.7
3793.79  86.4283
3794.83  -91.4528
3795.87  90.7315
3796.91  136.547
3797.95  -188.156
3798.99  0.599484
3800.03  97.1986
3801.07  -164.486
3802.11  -86.7466
3803.15  44.2966
3804.19  112.396
3805.23  9.98241
3806.27  -57.9556
3807.31  107.931
3808.35  -75.0475
3809.39  18.5135
3810.43  154.452
3811.47  177.44
3812.51  55.3294
3813.55  -26.1327
3814.59  -4.37962
3815.63  83.6516
3816.67  35.441
3817.71  124.485
3818.75  -43.8109
3819.79  40.1418
3820.83  33.0062
3821.87  67.4261
3822.91  75.2842
3823.95  56.3041
3824.99  -39.8593
3826.03  153.564
3827.07  52.0646
3828.11  0.241573
3829.15  23.085
3830.19  -26.8755
3831.23  59.9465
3832.27  126.012
3833.31  59.7525
3834.35  77.7439
3835.39  157.247
3836.43  205.21
3837.47  213.3
3838.51  -7.97435
3839.55  -2.5149
3840.59  -43.2756
3841.63  -1.48724
3842.67  29.8598
3843.71  76.5549
3844.75  76.6552
3845.79  96.511
3846.83  90.3893
3847.87  -24.3526
3848.91  71.8124
3849.95  7.54755
3850.99  -70.8516
3852.03  29.2106
3853.07  37.5689
3854.11  8.07765
3855.15  59.8042
3856.19  57.5465
3857.23  82.6433
3858.27  128.722
3859.31  7.31406
3860.35  42.2824
3861.39  1.93363
3862.43  -68.6432
3863.47  34.9134
3864.51  70.6423
3865.55  -76.2128
3866.59  50.5575
3867.63  -19.0157
3868.67  30.3029
3869.71  46.7595
3870.75  -42.1837
3871.79  11.3828
3872.83  40.4851
3873.87  -20.2042
3874.91  37.0019
3875.95  26.8372
3876.99  114.734
3878.03  -67.5767
3879.07  105.824
3880.11  49.7333
3881.15  108.329
3882.19  64.2831
3883.23  38.9014
3884.27  -69.6353
3885.31  -134.711
3886.35  -65.0073
3887.39  8.27371
3888.43  108.363
3889.47  -53.0006
3890.51  79.6849
3891.55  -10.3364
3892.59  52.245
3893.63  65.8133
3894.67  34.9733
3895.71  77.107
3896.75  40.2355
3897.79  35.0569
3898.83  53.8907
3899.87  11.3111
3900.91  -12.4094
3901.95  8.85949
3902.99  1.30881
3904.03  62.2627
3905.07  -20.733
3906.11  34.7989
3907.15  51.7518
3908.19  -20.9127
3909.23  -55.8095
3910.27  10.5986
3911.31  114.736
3912.35  50.6141
3913.39  -110.844
3914.43  -16.5897
3915.47  -2.65661
3916.51  -30.3997
3917.55  -29.8418
3918.59  -25.4556
3919.63  101.687
3920.67  74.6772
3921.71  20.5266
3922.75  37.9266
3923.79  -31.1758
3924.83  -68.4573
3925.87  -51.5563
3926.91  48.5057
3927.95  62.2376
3928.99  28.8429
3930.03  -16.687
3931.07  94.5207
3932.11  41.9599
3933.15  19.9991
3934.19  -12.3448
3935.23  69.7015
3936.27  37.7129
3937.31  93.8973
3938.35  54.1028
3939.39  63.0472
3940.43  19.1163
3941.47  3.65199
3942.51  -78.7511
3943.55  -29.7047
3944.59  36.0778
3945.63  51.6794
3946.67  11.4044
3947.71  -0.579763
3948.75  -53.1755
3949.79  36.4961
3950.83  7.77126
3951.87  28.612
3952.91  -70.8697
3953.95  56.5459
3954.99  62.3031
3956.03  51.6884
3957.07  56.4549
3958.11  -30.3032
3959.15  -57.5413
3960.19  56.5807
3961.23  18.5045
3962.27  88.6013
3963.31  1.80986
3964.35  107.459
3965.39  53.4357
3966.43  50.0847
3967.47  0.432682
3968.51  -3.08597
3969.55  20.8108
3970.59  77.6533
3971.63  -9.3302
3972.67  16.1163
3973.71  8.96632
3974.75  -4.6341
3975.79  -31.433
3976.83  -17.8793
3977.87  44.4726
3978.91  19.2179
3979.95  -93.603
3980.99  -140.161
3982.03  -81.7834
3983.07  -105.833
3984.11  21.5504
3985.15  -49.7829
3986.19  -55.4796
3987.23  -77.619
3988.27  -2.26337
3989.31  -45.2434
3990.35  -32.5137
3991.39  -24.198
3992.43  50.8803
3993.47  106.144
3994.51  42.7111
3995.55  -22.119
3996.59  38.7931
3997.63  48.442
3998.67  34.134
3999.71  -2.02106
4000.75  -58.8356
4001.79  0.549351
4002.83  -1.56891
4003.87  -17.1352
4004.91  84.186
4005.95  30.5777
4006.99  3.96108
4008.03  58.4987
4009.07  -23.2453
4010.11  -78.7934
4011.15  -61.4419
4012.19  -38.4427
4013.23  61.944
4014.27  -17.919
4015.31  -37.1668
4016.35  28.3338
4017.39  -44.6961
4018.43  2.25458
4019.47  15.3236
4020.51  -44.882
4021.55  -40.4281
4022.59  -23.4851
4023.63  3.09496
4024.67  -3.71448
4025.71  62.5237
4026.75  23.1547
4027.79  -71.5034
4028.83  -63.071
4029.87  35.5121
4030.91  -4.62088
4031.95  -70.1984
4032.99  -66.4996
4034.03  -8.1447
4035.07  -3.51126
4036.11  -74.3673
4037.15  -62.2497
4038.19  -60.5698
4039.23  -24.4433
4040.27  6.96217
4041.31  -31.6648
4042.35  -46.9125
4043.39  -13.0805
4044.43  15.3457
4045.47  -26.3751
4046.51  72.0715
4047.55  -83.9707
4048.59  -26.1348
4049.63  -67.0369
4050.67  -19.4784
4051.71  -88.7139
4052.75  66.0548
4053.79  14.557
4054.83  -35.9129
4055.87  68.0735
4056.91  89.2639
4057.95  0.391855
4058.99  -10.988
4060.03  14.9448
4061.07  109.333
4062.11  -93.461
4063.15  -23.2912
4064.19  -23.5942
4065.23  24.9445
4066.27  -117.693
4067.31  -8.76652
4068.35  5.35812
4069.39  -49.1916
4070.43  -18.6938
4071.47  -71.6354
4072.51  -54.1951
4073.55  -69.4169
4074.59  -84.1728
4075.63  26.4348
4076.67  -55.571
4077.71  -43.9168
4078.75  -28.8731
4079.79  5.92954
4080.83  -12.9638
4081.87  -57.104
4082.91  -62.8045
4083.95  -32.9121
4084.99  56.1669
4086.03  51.2127
4087.07  18.3816
4088.11  -5.68252
4089.15  68.1217
4090.19  13.7273
4091.23  20.859
4092.27  -34.9077
4093.31  -15.853
4094.35  -11.7216
4095.39  -49.9796
4096.43  -5.73392
4097.47  19.7149
4098.51  -32.5262
4099.55  -22.4043
4100.59  -3.63544
4101.63  -28.6542
4102.67  -11.5525
4103.71  -31.1283
4104.75  14.6156
4105.79  -19.5129
4106.83  -58.326
4107.87  -22.7624
4108.91  52.838
4109.95  46.9088
4110.99  2.93443
4112.03  15.0162
4113.07  -35.4701
4114.11  -40.6084
4115.15  68.8058
4116.19  30.1854
4117.23  32.4192
4118.27  -5.19246
4119.31  -27.028
4120.35  -38.9956
4121.39  22.5701
4122.43  23.8165
4123.47  -30.521
4124.51  -10.8497
4125.55  -16.1424
4126.59  56.0473
4127.63  -64.8984
4128.67  -33.4488
4129.71  1.68991
4130.75  22.2548
4131.79  -56.0968
4132.83  -26.4689
4133.87  -26.9879
4134.91  39.034
4135.95  17.5987
4136.99  6.71958
4138.03  -44.828
4139.07  -14.6529
4140.11  -1.00833
4141.15  65.6302
4142.19  -3.3207
4143.23  36.9416
4144.27  -10.3862
4145.31  -5.05478
4146.35  5.76544
4147.39  -19.9285
4148.43  -31.2601
4149.47  8.6903
4150.51  -23.0412
4151.55  -45.263
4152.59  -43.9438
4153.63  -25.713
4154.67  -5.08402
4155.71  -63.1636
4156.75  -34.9026
4157.79  5.92611
4158.83  -4.67017
4159.87  24.8705
4160.91  -30.9632
4161.95  41.1085
4162.99  -33.2338
4164.03  -31.7931
4165.07  -67.8812
4166.11  -41.7954
4167.15  -11.6442
4168.19  -0.779277
4169.23  4.85073
4170.27  -26.3047
4171.31  30.5255
4172.35  -27.9834
4173.39  -6.50637
4174.43  0.956802
4175.47  -19.4436
4176.51  -22.804
4177.55  0.0444617
4178.59  -84.425
4179.63  -62.6055
4180.67  16.7464
4181.71  -61.6686
4182.75  -109.672
4183.79  -35.2334
4184.83  5.11753
4185.87  34.3805
4186.91  -8.66459
4187.95  -2.4705
4188.99  84.1458
4190.03  40.2029
4191.07  21.9112
4192.11  41.3162
4193.15  22.1692
4194.19  3.52936
4195.23  62.4042
4196.27  26.6306
4197.31  -34.8162
4198.35  -24.1196
4199.39  -33.6857
4200.43  -14.5208
4201.47  -35.5612
4202.51  19.99
4203.55  -20.7327
4204.59  -27.9272
4205.63  -47.371
4206.67  -17.6031
4207.71  31.0553
4208.75  47.4146
4209.79  -10.1722
4210.83  -49.1951
4211.87  -56.771
4212.91  10.7041
4213.95  -12.82
4214.99  -5.53677
4216.03  -6.06456
4217.07  -23.7336
4218.11  -6.14544
4219.15  -8.24248
4220.19  -3.59604
4221.23  -19.0646
4222.27  -13.528
4223.31  16.4906
4224.35  6.25895
4225.39  49.9973
4226.43  -1.15945
4227.47  24.9383
4228.51  -12.7159
4229.55  -59.5948
4230.59  -3.45957
4231.63  -58.855
4232.67  -87.5688
4233.71  4.42005
4234.75  41.2714
4235.79  -28.9326
4236.83  -37.2065
4237.87  -87.5845
4238.91  -19.2655
4239.95  -77.8655
4240.99  27.6848
4242.03  -30.394
4243.07  40.957
4244.11  -7.58728
4245.15  -6.56684
4246.19  -44.2683
4247.23  -22.4335
4248.27  -8.76797
4249.31  32.0085
4250.35  58.6529
4251.39  26.1568
4252.43  10.5612
4253.47  39.7895
4254.51  -32.4912
4255.55  -60.2207
4256.59  -18.9539
4257.63  -52.1706
4258.67  -38.322
4259.71  17.5745
4260.75  29.7708
4261.79  -17.5486
4262.83  15.293
